card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
LARGESSE,하사,Largesse,regent,Uncommon,E0,Skill,2.25,3.0,4.0,1.75,0.42,C,1,0,4.3,v3_table,True,-2.05,-1.3,-0.3,66,69,71,5,0.943,coop_random_colorless,Another player adds 1 random Colorless card to their Hand.
LEADING_STRIKE,선제 타격,Leading Strike,silent,Common,E1,Attack,5.3,5.3,5.3,0.0,1.0,A,0,0,5.3,v3_table,True,0.0,0.0,0.0,23,61,71,48,0.448,atomic_fixed,Deal 3 damage. Add 2 Shivs into your Hand.
LEAP,도약,Leap,defect,Common,E1,Skill,5.4,5.4,5.4,0.0,1.0,A,0,0,5.3,v3_table,True,0.1,0.1,0.1,33,57,69,36,0.586,atomic_fixed,Gain 9 Block.
LEGION_OF_BONE,해골 군단,Legion of Bone,necrobinder,Uncommon,E2,Skill,5.6,8.9,15.5,9.9,0.72,C,0,0,11.0,v3_table,True,-5.4,-2.1,4.5,30,30,37,7,0.92,all_players+atomic_fixed|keyword_exhaust,ALL players Summon 6.
LEG_SWEEP,다리 걸기,Leg Sweep,silent,Uncommon,E2,Skill,10.8,10.8,10.8,0.0,0.891,B,0,0,11.0,v3_table,True,-0.2,-0.2,-0.2,3,12,44,41,0.529,atomic_fixed,Apply 2 Weak. Gain 11 Block.
LETHALITY,치사성,Lethality,necrobinder,Uncommon,E1,Power,2.75,8.25,14.0,11.25,0.449,C,1,0,6.5,v3_table,True,-3.75,1.75,7.5,61,38,39,23,0.736,first_attack_percent_bonus|keyword_ethereal,The first Attack each turn deals 50% additional damage.
LIFT,부양,Lift,colorless,Uncommon,E1,Skill,4.95,4.95,4.95,0.0,0.72,B,0,0,6.8,v3_table,True,-1.85,-1.85,-1.85,25,46,51,26,0.587,coop_block,Give another player 11 Block.
LIGHTNING_ROD,피뢰침,Lightning Rod,defect,Common,E1,Skill,5.568,5.568,5.568,0.0,0.67,C,1,0,5.3,v3_table,True,0.268,0.268,0.268,30,53,66,36,0.586,atomic_fixed|atomic_fixed+fixed_delayed_turns,"Gain 4 Block. At the start of the next 2 turns, Channel 1 Lightning."
LOOP,반복,Loop,defect,Uncommon,E1,Power,2.25,11.1,30.0,27.75,0.42,C,1,0,6.5,v3_table,True,-4.25,4.6,23.5,65,19,12,53,0.391,atomic_trigger_orb+recurring_turns,"At the start of your turn, trigger the passive ability of your rightmost Orb."
LUMINESCE,발광,Luminesce,token,Token,E0,Skill,4.5,4.5,4.5,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,4,4,4,0,1.0,atomic_fixed|keyword_exhaust|keyword_retain,Gain 2 Energy.
LUNAR_BLAST,달의 세례,Lunar Blast,regent,Uncommon,E0,Attack,2.0,4.4,20.0,18.0,0.72,C,0,0,4.3,v3_table,True,-2.3,0.1,15.7,69,59,16,53,0.391,atomic_fixed+scaling_count,Deal 4 damage for each Skill already played this turn.
MACHINE_LEARNING,기계학습,Machine Learning,defect,Rare,E1,Power,1.875,4.625,7.5,5.625,0.42,C,1,0,6.5,v3_table,True,-4.625,-1.875,1.0,71,66,55,16,0.816,atomic_fixed+recurring_turns,"At the start of your turn, draw 1 additional card."
MAD_SCIENCE,괴짜 과학,Mad Science,event,Event,E1,Attack,6.0,6.0,6.0,0.0,1.0,A,0,0,,special_pool_raw_score,False,,,,12,16,20,8,0.692,atomic_fixed,Deal 12 damage.
MAKE_IT_SO,그렇게 하라,Make It So,regent,Rare,E0,Attack,3.0,6.0,9.0,6.0,0.71,C,1,0,6.5,v3_table,True,-3.5,-0.5,2.5,54,38,43,16,0.816,atomic_fixed|self_return_skill_threshold,"Deal 6 damage. Every 3 Skills you play in a turn, put this into your Hand."
MALAISE,불쾌,Malaise,silent,Rare,EX,Skill,3.1,7.2,15.4,12.3,0.583,C,1,0,17.0,x_as_2_energy,True,-13.9,-9.8,-1.6,48,34,27,21,0.759,atomic_fixed+x_value|keyword_exhaust|x_enemy_strength_loss,Enemy loses X Strength. Apply X Weak.
MANGLE,난도질,Mangle,ironclad,Rare,E3,Attack,16.5,16.5,16.5,0.0,0.847,B,0,0,20.0,v3_table,True,-3.5,-3.5,-3.5,3,8,32,29,0.663,atomic_enemy_strength_loss_turn|atomic_fixed,Deal 15 damage. Enemy loses 10 Strength this turn.
MANIFEST_AUTHORITY,권위 행사,Manifest Authority,regent,Uncommon,E1,Skill,8.2,8.2,8.2,0.0,0.717,B,1,0,6.5,v3_table,True,1.7,1.7,1.7,16,24,48,32,0.632,atomic_fixed|atomic_random_colorless_card,Gain 7 Block. Add 1 random Colorless card into your Hand.
MASTER_OF_STRATEGY,전략의 천재,Master of Strategy,colorless,Rare,E0,Skill,4.55,4.55,4.55,0.0,0.72,B,0,0,5.0,v3_table,True,-0.45,-0.45,-0.45,26,47,52,26,0.587,atomic_fixed|keyword_exhaust,Draw 3 cards.
MASTER_PLANNER,설계의 대가,Master Planner,silent,Rare,E2,Power,2.0,7.0,16.0,14.0,0.42,C,1,0,17.0,v3_table,True,-15.0,-10.0,-1.0,64,37,24,40,0.54,skill_gains_sly,"When you play a Skill, it gains Sly."
MAUL,할퀴기,Maul,event,Ancient,E1,Attack,5.5,7.0,14.75,9.25,0.82,C,1,0,,special_pool_raw_score,False,,,,14,13,5,9,0.654,archetype_damage_growth|atomic_fixed|multi_hit_strength_synergy,Deal 5 damage twice. Increase the damage of ALL Maul cards by 1 this combat.
MAYHEM,대혼란,Mayhem,colorless,Rare,E2,Power,3.0,14.8,42.0,39.0,0.42,C,1,0,18.0,v3_table,True,-15.0,-3.2,24.0,39,5,3,36,0.429,recurring_topdeck_autoplay,"At the start of your turn, play the top card of your Draw Pile."
MELANCHOLY,비애,Melancholy,necrobinder,Uncommon,E3,Skill,10.3,16.55,52.8,42.5,0.839,C,0,0,16.0,v3_table,True,-5.7,0.55,36.8,7,6,2,5,0.943,atomic_fixed|cost_reduction,Gain 13 Block. Reduce this card's cost by 1 Energy whenever ANYONE dies.
MEMENTO_MORI,메멘토 모리,Memento Mori,silent,Uncommon,E1,Attack,6.5,8.9,24.5,18.0,0.86,C,0,0,6.5,v3_table,True,0.0,2.4,18.0,14,23,12,11,0.874,additional_damage_scaling|atomic_fixed,Deal 9 damage. Deals 4 additional damage for each card discarded this turn.
METAMORPHOSIS,탈바꿈,Metamorphosis,event,Event,E2,Skill,5.5,7.5,10.5,5.0,0.452,C,2,0,,special_pool_raw_score,False,,,,15,10,9,6,0.769,generated_cards_free|keyword_exhaust|random_attacks_to_draw,Add 3 random Attacks into your Draw Pile. They're free to play this combat.
METEOR_SHOWER,유성우,Meteor Shower,regent,Ancient,E0+S2,Attack,15.76,15.76,15.76,0.0,0.777,B,1,0,,unsupported_rarity_raw_score,False,,,,4,6,23,19,0.782,atomic_fixed|cost_star_spend,Deal 14 damage to ALL enemies. Apply 2 Weak and Vulnerable to ALL enemies.
METEOR_STRIKE,유성 타격,Meteor Strike,defect,Rare,E5,Attack,33.0,33.0,33.0,0.0,0.822,B,0,0,33.0,direct_high_cost_anchor,True,0.0,0.0,0.0,1,1,7,6,0.931,atomic_fixed,Deal 24 damage. Channel 3 Plasma.
MIMIC,흉내내기,Mimic,colorless,Rare,E1,Skill,2.0,8.0,17.0,15.0,0.45,C,1,0,9.0,v3_table,True,-7.0,-1.0,8.0,47,21,16,31,0.508,equal_to_quantity|keyword_exhaust,Gain Block equal to the Block on another player.
MIND_BLAST,정신 공격,Mind Blast,colorless,Uncommon,E1,Attack,3.0,8.0,13.0,10.0,0.439,C,1,0,6.8,v3_table,True,-3.8,1.2,6.2,40,22,26,18,0.714,equal_to_quantity|keyword_innate,Deal damage equal to the number of cards in your Draw Pile.
MIND_ROT,정신 오염,Mind Rot,token,Status,E-1,Status,-12.5,-8.5,-2.5,10.0,0.42,C,1,0,,special_pool_raw_score,False,,,,12,12,12,0,1.0,recurring_draw_reduction,Draw 1 fewer card each turn.
MINION_DIVE_BOMB,하수인 투하,Minion Dive Bomb,token,Token,E0,Attack,5.5,5.5,5.5,0.0,0.963,A,0,0,,special_pool_raw_score,False,,,,2,2,2,0,1.0,atomic_fixed|keyword_exhaust,Deal 13 damage.
MINION_SACRIFICE,하수인 희생,Minion Sacrifice,token,Token,E0,Skill,3.8,3.8,3.8,0.0,0.952,A,0,0,,special_pool_raw_score,False,,,,5,5,5,0,1.0,atomic_fixed|keyword_exhaust,Gain 8 Block.
MINION_STRIKE,하수인 타격,Minion Strike,token,Token,E0,Attack,3.25,3.25,3.25,0.0,0.88,B,0,0,,special_pool_raw_score,False,,,,6,6,6,0,1.0,atomic_fixed|keyword_exhaust,Deal 6 damage. Draw 1 card.
MIRAGE,신기루,Mirage,silent,Uncommon,E1,Skill,2.0,8.0,17.0,15.0,0.45,C,1,0,6.5,v3_table,True,-4.5,1.5,10.5,65,29,22,43,0.506,equal_to_quantity|keyword_exhaust,Gain Block equal to Poison on ALL enemies.
MISERY,비참함,Misery,necrobinder,Rare,E0,Attack,5.5,10.5,19.5,14.0,0.613,C,1,0,6.5,v3_table,True,-1.0,4.0,13.0,34,18,25,16,0.816,atomic_fixed|spread_debuffs,Deal 7 damage. Apply any debuffs on the enemy to ALL other enemies.
MODDED,모드 적용,Modded,defect,Rare,E0,Skill,1.25,1.25,1.25,0.0,0.72,B,0,0,6.5,v3_table,True,-5.25,-5.25,-5.25,78,87,87,9,0.897,atomic_fixed|atomic_orb_slot|cost_increase,Gain 1 Orb Slot. Draw 1 card. Increase this card's cost by 1.
MOLTEN_FIST,녹아내리는 주먹,Molten Fist,ironclad,Common,E1,Attack,5.0,8.0,12.0,7.0,0.74,C,1,0,5.3,v3_table,True,-0.3,2.7,6.7,34,36,43,9,0.895,atomic_fixed|double_vulnerable|keyword_exhaust,Deal 10 damage. Double the enemy's Vulnerable.
MOMENTUM_STRIKE,추진 타격,Momentum Strike,defect,Common,E1,Attack,7.5,7.5,7.5,0.0,0.907,A,0,0,5.3,v3_table,True,2.2,2.2,2.2,18,38,56,38,0.563,atomic_fixed|cost_to_zero,Deal 10 damage. Reduce this card's cost to 0 Energy.
MONARCHS_GAZE,군주의 시선,Monarch's Gaze,regent,Rare,E2,Power,0.9,3.15,16.2,15.3,0.42,C,1,0,17.0,v3_table,True,-16.1,-13.85,-0.8,77,66,21,56,0.356,attack_trigger_temp_strength_loss,"Whenever you attack an enemy, it loses 1 Strength this turn."
MONOLOGUE,독백,Monologue,regent,Uncommon,E0,Skill,0.8,2.8,14.4,13.6,0.72,C,0,0,4.3,v3_table,True,-3.5,-1.5,10.1,78,74,26,52,0.402,atomic_temporary_stat+event_triggers,"Whenever you play a card this turn, gain 1 Strength this turn."
MULTI_CAST,다중 시전,Multi-Cast,defect,Rare,EX,Skill,0.75,5.0,24.0,23.25,0.42,C,1,0,17.0,x_as_2_energy,True,-16.25,-12.0,7.0,81,64,18,63,0.276,x_evoke,Evoke your rightmost Orb X times.
MURDER,살해,Murder,silent,Rare,E3,Attack,3.0,13.0,25.5,22.5,0.442,C,1,0,20.0,v3_table,True,-17.0,-7.0,5.5,51,2,9,49,0.437,atomic_fixed|damage_per_combat_draw,Deal 1 damage. Deals 1 additional damage for each card drawn this combat.
NECRO_MASTERY,강령의 극의,Necro Mastery,necrobinder,Rare,E2,Power,7.5,12.5,23.5,16.0,0.675,C,1,0,17.0,v3_table,True,-9.5,-4.5,6.5,14,13,15,2,0.977,atomic_fixed|osty_hp_mirror_damage,"Summon 5. Whenever Osty loses HP, ALL enemies lose that much HP as well."
NEGATIVE_PULSE,비관적인 맥박,Negative Pulse,necrobinder,Common,E1,Skill,5.457,5.457,5.457,0.0,1.0,A,0,0,5.3,v3_table,True,0.157,0.157,0.157,37,59,72,35,0.598,atomic_fixed,Gain 5 Block. Apply 7 Doom to ALL enemies.
NEOWS_FURY,니오우의 격분,Neow's Fury,event,Ancient,E1,Attack,9.0,9.0,9.0,0.0,0.847,B,0,0,,special_pool_raw_score,False,,,,5,6,13,8,0.692,atomic_fixed|keyword_exhaust|tutor_to_hand,Deal 10 damage. Put up to 2 cards from your Discard Pile into your Hand.
NEUROSURGE,정신 폭주,Neurosurge,necrobinder,Rare,E0,Power,-1.1,5.4,9.4,10.5,0.619,C,1,0,6.5,v3_table,True,-7.6,-1.1,2.9,83,60,48,35,0.598,atomic_fixed|recurring_self_doom,"Gain 3 Energy. Draw 2 cards. At the start of your turn, apply 3 Doom to yourself."
NEUTRALIZE,무력화,Neutralize,silent,Basic,E0,Attack,3.6,3.6,3.6,0.0,0.837,B,0,0,1.5,v3_table,True,2.1,2.1,2.1,45,76,80,35,0.598,atomic_fixed,Deal 3 damage. Apply 1 Weak.
NEUTRON_AEGIS,중성자 방패,Neutron Aegis,regent,Rare,E1+S5,Power,2.8,2.8,2.8,0.0,0.588,C,1,0,6.5,energy_table_star_cost_separated,True,-3.7,-3.7,-3.7,61,75,80,19,0.782,atomic_fixed|cost_star_spend,Gain 8 Plating.
NIGHTMARE,악몽,Nightmare,silent,Rare,E3,Skill,1.4,6.2,18.2,16.8,0.488,C,1,0,20.0,v3_table,True,-18.6,-13.8,-1.8,72,46,19,53,0.391,delayed_three_selected_copies|keyword_exhaust|selection_scope,"Choose a card. Next turn, add 3 copies of that card into your Hand."
NORMALITY,규칙 준수,Normality,curse,Curse,E-1,Curse,-6.0,-2.75,-0.75,5.25,0.556,C,1,0,,special_pool_raw_score,False,,,,11,11,11,0,1.0,keyword_unplayable|play_restriction,You cannot play more than 3 cards this turn.
NOSTALGIA,향수,Nostalgia,colorless,Rare,E1,Power,1.5,5.5,12.0,10.5,0.42,C,1,0,9.0,v3_table,True,-7.5,-3.5,3.0,51,42,30,21,0.667,first_card_recurring_topdeck,The first Attack or Skill you play each turn is placed on top of your Draw Pile.
NOT_YET,불굴,Not Yet,ironclad,Rare,E2,Skill,6.5,19.0,31.5,25.0,0.434,C,1,0,17.0,v3_table,True,-10.5,2.0,14.5,17,4,11,13,0.849,atomic_heal_meta|keyword_exhaust,Heal 10 HP.
NOXIOUS_FUMES,유독 가스,Noxious Fumes,silent,Uncommon,E1,Power,3.9,9.62,15.6,11.7,0.42,C,1,0,6.5,v3_table,True,-2.6,3.12,9.1,43,16,26,27,0.69,atomic_fixed+recurring_turns,"At the start of your turn, apply 2 Poison to ALL enemies."
NO_ESCAPE,도망칠 수 없다,No Escape,necrobinder,Uncommon,E1,Skill,2.7,5.4,9.45,6.75,0.42,C,1,0,6.5,v3_table,True,-3.8,-1.1,2.95,62,61,47,15,0.828,doom_threshold_scaling,"Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy."
NULL,Null,Null,defect,Uncommon,E2,Attack,13.6,13.6,13.6,0.0,0.823,B,0,0,11.0,v3_table,True,2.6,2.6,2.6,4,9,40,36,0.586,atomic_fixed,Deal 10 damage. Apply 2 Weak. Channel 1 Dark.
OBLIVION,망각,Oblivion,necrobinder,Rare,E0,Skill,0.0,2.43,5.67,5.67,0.42,C,1,0,6.5,v3_table,True,-6.5,-4.07,-0.83,81,83,67,16,0.816,card_play_doom_turn,"Whenever you play a card this turn, apply 3 Doom to the enemy."
OFFERING,제물,Offering,ironclad,Rare,E0,Skill,6.25,6.25,6.25,0.0,0.782,B,0,0,6.5,v3_table,True,-0.25,-0.25,-0.25,21,53,65,44,0.488,atomic_fixed|keyword_exhaust,Lose 6 HP. Gain 2 Energy. Draw 3 cards.
OMNISLICE,만물 절단,Omnislice,colorless,Uncommon,E0,Attack,7.2,7.2,7.2,0.0,0.876,B,0,0,4.25,v3_table,True,2.95,2.95,2.95,12,27,42,30,0.524,atomic_fixed|splash_damage_copy,Deal 8 damage. Damage ALL other enemies equal to the damage dealt.
ONE_TWO_PUNCH,원투 펀치,One-Two Punch,ironclad,Rare,E1,Skill,2.0,5.0,10.0,8.0,0.42,C,1,0,6.5,v3_table,True,-4.5,-1.5,3.5,71,67,49,22,0.744,next_card_replay,"This turn, your next Attack is played an extra time."
ORBIT,궤도,Orbit,regent,Uncommon,E2,Power,0.0,4.5,10.0,10.0,0.42,C,1,0,11.0,v3_table,True,-11.0,-6.5,-1.0,79,58,38,41,0.529,atomic_fixed+threshold_triggers,"Every 4 Energy you spend, gain 1 Energy."
OUTBREAK,발병,Outbreak,silent,Uncommon,E1,Power,0.0,12.87,28.6,28.6,0.72,C,0,0,6.5,v3_table,True,-6.5,6.37,22.1,84,4,6,80,0.08,atomic_fixed+threshold_triggers,"Every 3 times you apply Poison, deal 11 damage to ALL enemies."
OUTMANEUVER,압도,Outmaneuver,event,Event,E1,Skill,4.0,4.0,4.0,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,19,24,26,7,0.731,atomic_fixed+delay_next_turn,"Next turn, gain 2 Energy."
OVERCLOCK,오버클럭,Overclock,defect,Uncommon,E0,Skill,1.9,1.9,1.9,0.0,0.806,B,0,0,4.3,v3_table,True,-2.4,-2.4,-2.4,70,86,86,16,0.816,atomic_fixed,Draw 2 cards. Add a Burn into your Discard Pile.
PACTS_END,조약의 끝,Pact's End,ironclad,Rare,E0,Attack,0.0,7.735,11.05,11.05,0.72,C,0,0,6.5,v3_table,True,-6.5,1.235,4.55,84,38,47,46,0.465,atomic_fixed+condition_probability,"If you have 3 or more cards in your Exhaust Pile, deal 17 damage to ALL enemies."
PAGESTORM,서류 폭풍,Pagestorm,necrobinder,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,76,71,17,59,0.322,atomic_fixed+event_triggers,"Whenever you draw an Ethereal card, draw 1 card."
PALE_BLUE_DOT,창백한 푸른 점,Pale Blue Dot,regent,Uncommon,E1,Power,0.0,2.5,6.25,6.25,0.42,C,1,0,6.5,v3_table,True,-6.5,-4.0,-0.25,80,79,53,27,0.69,threshold_delayed_draw_recurring,"If you play 5 or more cards in a turn, draw 1 card at the start of your next turn."
PANACHE,위풍당당,Panache,colorless,Uncommon,E0,Power,0.0,11.7,26.0,26.0,0.72,C,0,0,4.25,v3_table,True,-4.25,7.45,21.75,60,9,6,54,0.143,atomic_fixed+threshold_triggers,"Every time you play 5 cards in a single turn, deal 10 damage to ALL enemies."
PANIC_BUTTON,비상 단추,Panic Button,colorless,Uncommon,E0,Skill,2.0,9.0,14.0,12.0,0.818,C,1,0,4.25,v3_table,True,-2.25,4.75,9.75,48,16,23,32,0.492,atomic_fixed|keyword_exhaust|two_turn_block_lock,Gain 30 Block. You cannot gain Block from cards for 2 turns.
PARRY,쳐내기,Parry,regent,Uncommon,E1,Power,6.0,6.0,6.0,0.0,0.72,B,0,0,6.5,v3_table,True,-0.5,-0.5,-0.5,22,39,54,32,0.632,blade_gain_block,Sovereign Blade now gains 10 Block.
PARSE,분석,Parse,necrobinder,Uncommon,E1,Skill,4.55,4.55,4.55,0.0,0.72,B,0,0,6.5,v3_table,True,-1.95,-1.95,-1.95,45,68,76,31,0.644,atomic_fixed|keyword_ethereal,Draw 3 cards.
PARTICLE_WALL,입자 벽,Particle Wall,regent,Uncommon,E0+S2,Skill,2.4,3.9,6.4,4.0,0.683,C,2,0,4.3,energy_table_star_cost_separated,True,-1.9,-0.4,2.1,65,63,51,14,0.839,atomic_fixed|cost_star_spend|self_return_hand,Gain 9 Block. Return this card to your Hand.
PATTER,별무리,Patter,regent,Common,E1,Skill,5.8,5.8,5.8,0.0,0.952,A,0,0,5.3,v3_table,True,0.5,0.5,0.5,27,43,58,31,0.644,atomic_fixed,Gain 8 Block. Gain 2 Vigor.
PECK,쪼기,Peck,event,Event,E1,Attack,3.0,3.5,4.5,1.5,0.96,B,0,0,,special_pool_raw_score,False,,,,20,25,24,5,0.808,atomic_fixed|multi_hit_strength_synergy,Deal 2 damage 3 times.
PERFECTED_STRIKE,완벽한 타격,Perfected Strike,ironclad,Common,E2,Attack,5.0,8.0,13.0,8.0,0.637,C,1,0,9.0,v3_table,True,-4.0,-1.0,4.0,35,37,37,2,0.977,atomic_fixed|damage_per_strike_card,Deal 6 damage. Deals 2 additional damage for ALL your cards containing “Strike”.
PHANTOM_BLADES,환영검,Phantom Blades,silent,Uncommon,E1,Power,0.5,11.0,26.5,26.0,0.42,C,2,0,6.5,v3_table,True,-6.0,4.5,20.0,78,11,7,71,0.184,first_shiv_bonus_each_turn|shiv_retain_aura,Shivs gain Retain. The first Shiv you play each turn deals 9 additional damage.
PHOTON_CUT,광자 베기,Photon Cut,regent,Common,E1,Attack,5.75,5.75,5.75,0.0,0.927,A,0,0,5.3,v3_table,True,0.45,0.45,0.45,28,45,59,31,0.644,atomic_fixed|atomic_hand_to_topdeck,Deal 10 damage. Draw 1 card. Put 1 card from your Hand on top of your Draw Pile.
PIERCING_WAIL,귀를 찢는 비명,Piercing Wail,silent,Common,E1,Skill,6.02,6.02,6.02,0.0,0.72,B,0,0,5.3,v3_table,True,0.72,0.72,0.72,17,49,64,47,0.46,atomic_enemy_strength_loss_turn|keyword_exhaust,ALL enemies lose 6 Strength this turn.
PILLAGE,갈취,Pillage,ironclad,Uncommon,E1,Attack,4.25,6.4,12.85,8.6,0.692,C,1,0,6.5,v3_table,True,-2.25,-0.1,6.35,49,48,39,10,0.884,atomic_fixed|draw_until_non_attack,Deal 6 damage. Draw cards until you draw a non-Attack card.
PILLAR_OF_CREATION,창조의 기둥,Pillar of Creation,regent,Uncommon,E1,Power,1.8,6.3,32.4,30.6,0.72,C,0,0,6.5,v3_table,True,-4.7,-0.2,25.9,75,36,5,70,0.195,atomic_fixed+event_triggers,"Whenever you create a card, gain 3 Block."
PINPOINT,정밀 사격,Pinpoint,silent,Uncommon,E3,Attack,10.0,13.0,15.0,5.0,0.882,B,0,0,16.0,v3_table,True,-6.0,-3.0,-1.0,5,3,29,26,0.701,atomic_fixed|cost_reduction_scaling_capped,Deal 15 damage. Costs 1 less Energy for each Skill played this turn.
POISONED_STAB,독 찌르기,Poisoned Stab,silent,Common,E1,Attack,6.0,6.0,6.0,0.0,1.0,A,0,0,5.3,v3_table,True,0.7,0.7,0.7,19,52,66,47,0.46,atomic_fixed,Deal 6 damage. Apply 3 Poison.
POKE,쑤시기,Poke,necrobinder,Common,E0,Attack,2.7,2.7,2.7,0.0,1.0,A,0,0,2.7,v3_table,True,0.0,0.0,0.0,63,82,85,22,0.747,atomic_osty_damage,Osty deals 6 damage.
POMMEL_STRIKE,폼멜 타격,Pommel Strike,ironclad,Common,E1,Attack,5.75,5.75,5.75,0.0,0.939,A,0,0,5.3,v3_table,True,0.45,0.45,0.45,26,60,69,43,0.5,atomic_fixed,Deal 9 damage. Draw 1 card.
POOR_SLEEP,수면 부족,Poor Sleep,curse,Curse,E-1,Curse,-1.5,-0.75,-0.25,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,5,5,5,0,1.0,keyword_retain|keyword_unplayable,
POUNCE,덮치기,Pounce,silent,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,6,18,49,43,0.506,atomic_fixed|next_card_free,Deal 14 damage. The next Skill you play costs 0 Energy.
PRECISE_CUT,정밀한 베기,Precise Cut,silent,Uncommon,E0,Attack,-3.5,4.3,5.5,9.0,0.928,C,0,0,4.3,v3_table,True,-7.8,0.0,1.2,88,73,70,18,0.793,atomic_fixed|damage_reduction_scaling,Deal 13 damage. Deals 2 less damage for each other card in your Hand.
PREDATOR,천적,Predator,silent,Common,E2,Attack,10.22,10.22,10.22,0.0,0.925,A,0,0,9.0,v3_table,True,1.22,1.22,1.22,4,13,46,42,0.517,atomic_fixed|atomic_fixed+delay_next_turn,"Deal 15 damage. Next turn, draw 2 cards."
PREPARED,예비,Prepared,silent,Common,E0,Skill,1.5,1.5,1.5,0.0,0.8,B,0,0,2.7,v3_table,True,-1.2,-1.2,-1.2,71,88,88,17,0.805,atomic_fixed,Draw 1 card. Discard 1 card.
PREP_TIME,준비 시간,Prep Time,colorless,Uncommon,E1,Power,3.0,7.4,12.0,9.0,0.42,C,1,0,6.8,v3_table,True,-3.8,0.6,5.2,41,25,31,16,0.746,atomic_fixed+recurring_turns,"At the start of your turn, gain 4 Vigor."
PRIMAL_FORCE,원시의 힘,Primal Force,ironclad,Rare,E0,Skill,2.0,6.0,12.0,10.0,0.42,C,1,0,6.5,v3_table,True,-4.5,-0.5,5.5,72,58,44,28,0.674,bulk_transform,Transform all Attacks in your Hand into Giant Rock.
PRODUCTION,생산,Production,colorless,Uncommon,E0,Skill,4.0,4.0,4.0,0.0,0.72,B,0,0,4.25,v3_table,True,-0.25,-0.25,-0.25,30,51,53,23,0.635,atomic_fixed|keyword_exhaust,Gain 2 Energy.
PROLONG,연장,Prolong,colorless,Uncommon,E0,Skill,0.44,2.84,6.2,5.76,0.482,C,1,0,4.25,v3_table,True,-3.81,-1.41,1.95,56,58,50,8,0.873,delay_next_turn+equal_to_quantity|keyword_exhaust,"Next turn, gain Block equal to your current Block."
PROPHESIZE,예언,Prophesize,regent,Uncommon,E2,Skill,12.0,12.0,12.0,0.0,0.72,B,0,0,11.0,v3_table,True,1.0,1.0,1.0,7,10,31,24,0.724,atomic_fixed,Draw 6 cards.
PROTECTOR,파수꾼,Protector,necrobinder,Ancient,E1,Attack,6.5,10.5,19.5,13.0,0.669,C,1,0,,unsupported_rarity_raw_score,False,,,,20,19,26,7,0.92,additional_damage_equal|atomic_osty_damage,Osty deals 10 damage. Deals additional damage equal to Osty's Max HP.
PROWESS,기량,Prowess,colorless,Uncommon,E1,Power,6.5,6.5,6.5,0.0,1.0,A,0,0,6.8,v3_table,True,-0.3,-0.3,-0.3,19,36,49,30,0.524,atomic_fixed,Gain 1 Strength. Gain 1 Dexterity.
PULL_AGGRO,시선 유도,Pull Aggro,necrobinder,Common,E2,Skill,8.6,8.6,8.6,0.0,1.0,A,0,0,9.0,v3_table,True,-0.4,-0.4,-0.4,13,34,52,39,0.552,atomic_fixed,Summon 4. Gain 7 Block.
PULL_FROM_BELOW,끌어내리기,Pull from Below,necrobinder,Uncommon,E1,Attack,2.5,5.5,25.0,22.5,0.72,C,0,0,6.5,v3_table,True,-4.0,-1.0,18.5,65,57,13,52,0.402,atomic_fixed+scaling_count,Deal 5 damage for each Ethereal card played this combat.
PURITY,순수,Purity,colorless,Uncommon,E0,Skill,2.5,2.5,2.5,0.0,0.72,B,0,0,4.25,v3_table,True,-1.75,-1.75,-1.75,42,59,61,19,0.698,keyword_exhaust|keyword_retain|selected_exhaust_three,Exhaust up to 3 cards in your Hand.
PUTREFY,부식,Putrefy,necrobinder,Uncommon,E1,Skill,7.2,7.2,7.2,0.0,0.72,B,0,0,6.5,v3_table,True,0.7,0.7,0.7,17,42,56,39,0.552,atomic_fixed|keyword_exhaust,Apply 2 Weak. Apply 2 Vulnerable.
PYRE,불의 심장,Pyre,ironclad,Rare,E2,Power,5.0,17.0,25.0,20.0,0.42,C,1,0,17.0,v3_table,True,-12.0,0.0,8.0,36,7,21,29,0.663,atomic_fixed+recurring_resource_turns,Gain 1 Energy at the start of each turn.
QUADCAST,사중 시전,Quadcast,defect,Ancient,E1,Skill,3.0,10.0,24.0,21.0,0.42,C,1,0,,unsupported_rarity_raw_score,False,,,,56,26,19,37,0.575,multi_evoke,Evoke your rightmost Orb 4 times.
QUASAR,준항성,Quasar,regent,Uncommon,E0+S2,Skill,-1.0,0.0,1.5,2.5,0.42,C,2,0,4.3,energy_table_star_cost_separated,True,-5.3,-4.3,-2.8,83,85,86,3,0.966,cost_star_spend|discover_restricted_card,Choose 1 of 3 random Colorless cards to add into your Hand.
